iata,name,city,country,latitude,longitude,timezone
DEE,Yuzhno-Kurilsk Mendeleyevo Airport,Kunashir Island,Russia,43.961066,145.684977,Asia/Magadan
DEH,Decorah Municipal Airport,Decorah,United States,43.275501,-91.739403,America/Chicago
DEI,Denis Island Airport,Denis Island,Seychelles,-3.802067,55.667439,Indian/Mahe
DEL,Indira Gandhi International Airport,New Delhi,India,28.55563,77.09519,Asia/Kolkata
DEM,Dembidollo Airport,Dembidollo,Ethiopia,8.554,34.858002,Africa/Addis_Ababa
DEN,Denver International Airport,Denver,United States,39.860027,-104.673792,America/Denver
DEP,Daporijo Airport,Daporijo,India,27.9855003357,94.2228012085,Asia/Kolkata
DER,Derim Airport,Derim,Papua New Guinea,-6.14472222222,147.107222222,Pacific/Port_Moresby
DES,Desroches Airport,Desroches Island,Seychelles,-5.6967,53.6558,Indian/Mahe
DET,Coleman A. Young Municipal Airport,Detroit,United States,42.40919876,-83.00990295,America/Detroit
DEZ,Deir ez-Zor Airport,Deir ez-Zor,Syria,35.2854,40.175999,Asia/Damascus
DFI,Defiance Memorial Airport,Defiance,United States,41.3375015259,-84.4288024902,America/New_York
DFP,Drumduff Airport,Drumduff,Australia,-16.052124,143.013339,Australia/Brisbane
DFW,Dallas Fort Worth International Airport,Dallas-Fort Worth,United States,32.896801,-97.038002,America/Chicago
DGA,Dangriga Airport,Dangriga,Belize,16.98251,-88.230988,America/Belize
DGE,Mudgee Airport,Mudgee,Australia,-32.564794,149.609452,Australia/Sydney
DGF,Douglas Lake Airport,Douglas Lake,Canada,50.1654600485,-120.171273351,America/Vancouver
DGH,Deoghar Airport,Deoghar,India,24.446842,86.704955,Asia/Kolkata
DGL,Douglas Municipal Airport,Douglas,United States,31.3425998688,-109.505996704,America/Hermosillo
DGN,Dahlgren Naval Surface Warfare Center Airport,Dahlgren,United States,38.3325,-77.037201,America/New_York
DGO,General Guadalupe Victoria International Airport,Durango,Mexico,24.125468,-104.527938,America/Monterrey
DGP,Daugavpils International Airport,Daugavpils,Latvia,55.944721,26.665001,Europe/Riga
DGT,Sibulan Airport,Dumaguete City,Philippines,9.334183,123.30191,Asia/Manila
DGU,Dedougou Airport,Dedougou,Burkina Faso,12.459,-3.49,Africa/Ouagadougou
DGW,Converse County Airport,Douglas,United States,42.79719925,-105.3860016,America/Denver
DHI,Dhangarhi Airport,Dhangarhi,Nepal,28.755283,80.583398,Asia/Kathmandu
DHN,Dothan Regional Airport,Dothan,United States,31.3213005065918,-85.4496002197266,America/Chicago
DHR,De Kooy Airfield / Den Helder Naval Air Station,Den Helder,Netherlands,52.923401,4.78062,Europe/Amsterdam
DHT,Dalhart Municipal Airport,Dalhart,United States,36.0225982666,-102.54699707,America/Chicago
DIA,Doha International Airport,Doha,Qatar,25.259431,51.565528,Asia/Qatar
DIB,Dibrugarh Airport,Dibrugarh,India,27.4839000702,95.0168991089,Asia/Kolkata
DIG,Diqing Shangri-La Airport,Shangri-La,China,27.7936,99.6772,Asia/Shanghai
DIJ,Dijon Longvic airport,Dijon/Longvic,France,47.268902,5.09,Europe/Paris
DIK,Dickinson Theodore Roosevelt Regional Airport,Dickinson,United States,46.797533,-102.801905,America/Denver
DIL,Presidente Nicolau Lobato International Airport,Dili,Timor-Leste,-8.546562,125.524507,Asia/Dili
DIM,Dimbokro Airport,Dimbokro,Côte d'Ivoire,6.65167,-4.64056,Africa/Abidjan
DIN,Dien Bien Phu Airport,Dien Bien Phu,Vietnam,21.3974990845,103.008003235,Asia/Bangkok
DIP,Diapaga Airport,Diapaga,Burkina Faso,12.060324,1.784631,Africa/Ouagadougou
DIQ,Brigadeiro Cabral Airport,Divinopolis,Brazil,-20.180700302124,-44.870899200439,America/Sao_Paulo
DIR,Aba Tenna Dejazmach Yilma International Airport,Dire Dawa,Ethiopia,9.623549,41.855027,Africa/Addis_Ababa
DIS,Ngot Nzoungou Airport,Dolisie,Republic of the Congo,-4.20635,12.6599,Africa/Brazzaville
DIU,Diu Airport,Diu,India,20.714185,70.921855,Asia/Kolkata
DIY,Diyarbakır Airport,Diyarbakir,Turkey,37.893902,40.201,Europe/Istanbul
DJA,Djougou Airport,Djougou,Benin,9.69208333333,1.63777777778,Africa/Porto-Novo
DJB,Sultan Thaha Airport,Jambi-Sumatra Island,Indonesia,-1.638685,103.645063,Asia/Jakarta
DJE,Djerba Zarzis International Airport,Djerba,Tunisia,33.873719,10.7773,Africa/Tunis
DJG,Tiska Djanet Airport,Djanet,Algeria,24.285448,9.463652,Africa/Algiers
DJJ,Dortheys Hiyo Eluay International Airport,Jayapura-Papua Island,Indonesia,-2.579627,140.519857,Asia/Jayapura
DJM,Djambala Airport,Djambala,Republic of the Congo,-2.516883,14.754403,Africa/Brazzaville
DJU,Djúpivogur Airport,Djupivogur,Iceland,64.642372,-14.277297,Atlantic/Reykjavik
DKK,Chautauqua County-Dunkirk Airport,Dunkirk,United States,42.49247,-79.273102,America/New_York
DKR,Léopold Sédar Senghor International Airport,Dakar,Senegal,14.742337,-17.479222,Africa/Dakar
DKS,Dikson Airport,Dikson,Russia,73.517807,80.379669,Asia/Krasnoyarsk
DLA,Douala International Airport,Douala,Cameroon,4.00608,9.71948,Africa/Douala
DLC,Dalian Zhoushuizi International Airport,Dalian,China,38.965719,121.538477,Asia/Shanghai
DLE,Dole Tavaux Airport,Dole/Tavaux,France,47.038955,5.427589,Europe/Paris
DLF,Laughlin Air Force Base,Del Rio,United States,29.359501,-100.778002,America/Chicago
DLG,Dillingham Airport,Dillingham,United States,59.04470062,-158.5050049,America/Anchorage
DLH,Duluth International Airport,Duluth,United States,46.842098,-92.193604,America/Chicago
DLI,Lien Khuong Airport,Dalat,Vietnam,11.750556,108.366997,Asia/Ho_Chi_Minh
DLK,Dulkaninna Airport,Dulkaninna,Australia,-29.0132999420166,138.481002807617,Australia/Adelaide
DLL,Dillon County Airport,Dillon,United States,34.4491004944,-79.368598938,America/New_York
DLM,Dalaman International Airport,Dalaman,Turkey,36.7131,28.7925,Europe/Istanbul
DLN,Dillon Airport,Dillon,United States,45.2554016113,-112.553001404,America/Denver
DLS,Columbia Gorge Regional Airport,The Dalles,United States,45.620979,-121.170777,America/Los_Angeles
DLU,Dali Fengyi Airport,Xiaguan,China,25.649401,100.319,Asia/Shanghai
DLY,Dillon's Bay Airport,Dillon's Bay,Vanuatu,-18.7694,169.001007,Pacific/Efate
DLZ,Dalanzadgad Airport,Dalanzadgad,Mongolia,43.608628,104.367734,Asia/Ulaanbaatar
DMA,Davis Monthan Air Force Base,Tucson,United States,32.1665000916,-110.883003235,America/Phoenix
DMB,Taraz International Airport,Taraz,Kazakhstan,42.8536,71.303596,Asia/Almaty
DME,Domodedovo International Airport,Moscow,Russia,55.408798,37.9063,Europe/Moscow
DMK,Don Mueang International Airport,Bangkok,Thailand,13.9126,100.607002,Asia/Bangkok
DMM,King Fahd International Airport,Ad Dammam,Saudi Arabia,26.4691,49.798209,Asia/Riyadh
DMN,Deming Municipal Airport,Deming,United States,32.262298584,-107.721000671,America/Denver
DMO,Sedalia Memorial Airport,Sedalia,United States,38.7074012756,-93.1759033203,America/Chicago
DMT,Diamantino Airport,Diamantino,Brazil,-14.3769,-56.400398,America/Cuiaba
DMU,Dimapur Airport,Dimapur,India,25.8838996887,93.7711029053,Asia/Kolkata
DND,Dundee Airport,Dundee,United Kingdom,56.452499,-3.02583,Europe/London
DNH,Dunhuang Mogao International Airport,Dunhuang,China,40.164041,94.811722,Asia/Shanghai
DNK,Dnipro International Airport,Dnipropetrovsk,Ukraine,48.357201,35.100601,Europe/Kyiv
DNL,Daniel Field,Augusta,United States,33.4664993286,-82.0393981934,America/New_York
DNN,Dalton Municipal Airport,Dalton,United States,34.72290039,-84.87020111,America/New_York
DNO,Dianópolis Airport,Dianopolis,Brazil,-11.5954,-46.846699,America/Araguaina
DNP,Tulsipur Airport,Dang,Nepal,28.111099,82.294197,Asia/Kathmandu
DNR,Dinard Pleurtuit Saint-Malo airport,Dinard/Pleurtuit/Saint-Malo,France,48.5877,-2.07996,Europe/Paris
DNS,Denison Municipal Airport,Denison,United States,41.9864006,-95.38069916,America/Chicago
DNV,Vermilion Regional Airport,Danville,United States,40.199124,-87.59663,America/Chicago
DNX,Galegu Airport,Dinder,Sudan,12.5329999923706,35.0670013427734,Africa/Khartoum
DNZ,Çardak Airport,Denizli,Turkey,37.7855987549,29.7012996674,Europe/Istanbul
DOB,Rar Gwamar Airport,Dobo-Kobror Island,Indonesia,-5.773724,134.209245,Asia/Jayapura
DOD,Dodoma Airport,Dodoma,Tanzania,-6.17044,35.752602,Africa/Dar_es_Salaam
DOE,Djumu-Djomoe Airport,Djumu-Djomoe,Suriname,4.005713,-55.481644,America/Paramaribo
DOG,Dongola Airport,Dongola,Sudan,19.1539001465,30.4300994873,Africa/Khartoum
DOH,Hamad International Airport,Doha,Qatar,25.273056,51.608056,Asia/Qatar
DOL,Deauville Normandie airport,Deauville,France,49.365237,0.154481,Europe/Paris
DOM,Douglas-Charles Airport,Marigot,Dominica,15.546673,-61.301082,America/Dominica
DON,Dos Lagunas Airport,Dos Lagunas,Guatemala,17.6124,-89.6884,America/Guatemala
DOP,Dolpa Airport,Dolpa,Nepal,28.985659,82.818703,Asia/Kathmandu
DOR,Dori Airport,Dori,Burkina Faso,14.021638,-0.068207,Africa/Ouagadougou
DOU,Dourados Airport,Dourados,Brazil,-22.2019,-54.926601,America/Campo_Grande
DOV,Dover Civil Air Terminal/Dover Air Force Base,Dover,United States,39.129501,-75.466003,America/New_York
DOY,Dongying Shengli Airport,Dongying,China,37.50137,118.789863,Asia/Shanghai
DPA,Dupage Airport,Chicago/West Chicago,United States,41.90779877,-88.24859619,America/Chicago
DPE,Dieppe-Saint-Aubin Airport,Dieppe,France,49.884662,1.08101,Europe/Paris
DPG,Michael AAF (Dugway Proving Ground) Airport,Dugway Proving Ground,United States,40.197396,-112.935094,America/Denver
DPL,Dipolog Airport,Dipolog City,Philippines,8.601983,123.341875,Asia/Manila
DPO,Devonport Airport,Devonport,Australia,-41.1697006226,146.429992676,Australia/Hobart
DPS,Denpasar I Gusti Ngurah Rai International Airport,Denpasar-Bali Island,Indonesia,-8.748409,115.167123,Asia/Makassar
DQA,Daqing Sartu Airport,Daqing Shi,China,46.750883,125.138642,Asia/Shanghai
DQM,Duqm International Airport,Duqm,Oman,19.501944,57.634167,Asia/Muscat
DRA,Desert Rock Airport,Mercury,United States,36.6194,-116.032997,America/Los_Angeles
DRE,Drummond Island Airport,Drummond Island,United States,46.0093002319,-83.7438964844,America/Detroit
DRG,Deering Airport,Deering,United States,66.068901,-162.766914,America/Nome
DRI,Beauregard Regional Airport,De Ridder,United States,30.831699,-93.339897,America/Chicago
DRJ,Drietabbetje Airport,Drietabbetje,Suriname,4.111359,-54.672766,America/Paramaribo
DRK,Drake Bay Airport,Puntarenas,Costa Rica,8.71889019012,-83.6417007446,America/Costa_Rica
DRO,Durango La Plata County Airport,Durango,United States,37.151501,-107.753998,America/Denver
DRP,Bicol International Airport,Daraga,Philippines,13.111915,123.676829,Asia/Manila
DRS,Dresden Airport,Dresden,Germany,51.134123,13.767831,Europe/Berlin
DRT,Del Rio International Airport,Del Rio,United States,29.3742008209,-100.927001953,America/Chicago
DRW,Darwin International Airport / RAAF Darwin,Darwin,Australia,-12.41497,130.88185,Australia/Darwin
DSC,Dschang Airport,Dschang,Cameroon,5.45,10.067,Africa/Douala
DSD,La Désirade Airport,Grande Anse,Guadeloupe,16.296902,-61.0844,America/Guadeloupe
DSE,Kombolcha Airport,Dessie,Ethiopia,11.10975,39.725911,Africa/Addis_Ababa
DSI,Destin Executive Airport,Destin,United States,30.400101,-86.471497,America/Chicago
DSK,Dera Ismael Khan Airport [IN-ACTIVE],Dera Ismael Khan,Pakistan,31.909401,70.896599,Asia/Karachi
DSM,Des Moines International Airport,Des Moines,United States,41.534027,-93.656719,America/Chicago
DSN,Ordos Ejin Horo International Airport,Ordos,China,39.493514,109.8599,Asia/Shanghai
DSS,Blaise Diagne International Airport,Diass,Senegal,14.670878,-17.072829,Africa/Dakar
DSV,Dansville Municipal Airport,Dansville,United States,42.570545,-77.713273,America/New_York
DTA,Delta Municipal Airport,Delta,United States,39.3805999756,-112.508003235,America/Denver
DTB,Silangit Airport,Siborong-Borong,Indonesia,2.25973,98.991898,Asia/Jakarta
DTD,Datadawai Airport,Datadawai-Borneo Island,Indonesia,0.807028,114.529052,Asia/Makassar
DTE,Daet Airport,Daet,Philippines,14.1292,122.980003,Asia/Manila
DTI,Diamantina Airport,Diamantina,Brazil,-18.232000351,-43.6503982544,America/Sao_Paulo
DTL,Detroit Lakes Airport,Detroit Lakes,United States,46.824301,-95.883322,America/Chicago
DTM,Dortmund Airport,Dortmund,Germany,51.518299,7.61224,Europe/Berlin
DTN,Shreveport Downtown Airport,Shreveport,United States,32.5401992798,-93.7450027466,America/Chicago
DTR,Decatur Shores Airport,Decatur,United States,48.500171,-122.813973,America/Los_Angeles
DTW,Detroit Metropolitan Wayne County Airport,Detroit,United States,42.21377,-83.353786,America/Detroit
DUA,Durant Regional Airport - Eaker Field,Durant,United States,33.939675,-96.395072,America/Chicago
DUB,Dublin Airport,Dublin,Ireland,53.428713,-6.262121,Europe/Dublin
DUC,Halliburton Field,Duncan,United States,34.47090149,-97.9598999,America/Chicago
DUD,Dunedin International Airport,Dunedin,New Zealand,-45.929017,170.197758,Pacific/Auckland
DUE,Dundo Airport,Chitato,Angola,-7.40088987350464,20.8185005187988,Africa/Luanda
DUF,Pine Island Airport,Corolla,United States,36.252744,-75.785256,America/New_York
DUG,Bisbee Douglas International Airport,Douglas Bisbee,United States,31.464139,-109.60456,America/Phoenix
DUJ,DuBois Regional Airport,Dubois,United States,41.17829895,-78.8986969,America/New_York
DUK,Mubatuba Airport,Mubatuba,South Africa,-28.3684005737305,32.2481002807617,Africa/Johannesburg
DUM,Pinang Kampai Airport,Dumai-Sumatra Island,Indonesia,1.609026,101.433493,Asia/Jakarta
DUQ,Duncan Airport,Duncan,Canada,48.754534,-123.709702,America/Vancouver
DUR,King Shaka International Airport,Durban,South Africa,-29.6144444444,31.1197222222,Africa/Johannesburg
DUS,Düsseldorf Airport,Dusseldorf,Germany,51.289501,6.76678,Europe/Berlin
DUT,Tom Madsen (Dutch Harbor) Airport,Unalaska,United States,53.89881,-166.544996,America/Nome
DVK,Diavik Airport,Diavik,Canada,64.5113983154,-110.289001465,America/Edmonton
DVL,Devils Lake Regional Airport,Devils Lake,United States,48.115454,-98.908796,America/Chicago
DVN,Davenport Municipal Airport,Davenport,United States,41.610432,-90.589693,America/Chicago
DVO,Francisco Bangoy International Airport,Davao City,Philippines,7.12552,125.646004,Asia/Manila
DVT,Phoenix Deer Valley Airport,Phoenix,United States,33.6883010864,-112.083000183,America/Phoenix
DWA,Dwangwa Airport,Dwangwa,Malawi,-12.517527,34.131877,Africa/Blantyre
DWB,Soalala Airport,Soalala,Madagascar,-16.10169,45.358837,Indian/Antananarivo
DWC,Al Maktoum International Airport,Jebel Ali,United Arab Emirates,24.896171,55.16235,Asia/Dubai
DWD,Dawadmi Domestic Airport,Dawadmi,Saudi Arabia,24.4499,44.121201,Asia/Riyadh
DWH,David Wayne Hooks Memorial Airport,Houston,United States,30.0618000031,-95.5528030396,America/Chicago
DXB,Dubai International Airport,Dubai,United Arab Emirates,25.2527999878,55.3643989563,Asia/Dubai
DXD,Dixie Airport,New Dixie,Australia,-15.1174944348,143.316049576,Australia/Brisbane
DXE,Bruce Campbell Field,Madison,United States,32.438702,-90.103104,America/Chicago
DXN,Noida International Airport,Noida,India,28.179868,77.611843,Asia/Kolkata
DXR,Danbury Municipal Airport,Danbury,United States,41.371656,-73.482227,America/New_York
DYG,Zhangjiajie Hehua International Airport,Dayong,China,29.104749,110.442786,Asia/Shanghai
DYL,Doylestown Airport,Doylestown,United States,40.3330001831,-75.1222991943,America/New_York
DYR,Ugolny Yuri Ryktheu Airport,Anadyr,Russia,64.734902,177.740997,Asia/Anadyr
DYS,Dyess Air Force Base,Abilene,United States,32.420799,-99.854599,America/Chicago
DYU,Dushanbe International Airport,Dushanbe,Tajikistan,38.543746,68.822977,Asia/Dushanbe
DYW,Daly Waters Airport,Daly Waters,Australia,-16.2646950664,133.383378983,Australia/Darwin
DZA,Dzaoudzi Pamandzi International Airport,Dzaoudzi,Mayotte,-12.809319,45.281815,Indian/Mayotte
DZH,Dazhou Jinya Airport,Dazhou,China,31.048815,107.435646,Asia/Shanghai
DZN,Zhezkazgan National Airport,Zhezkazgan,Kazakhstan,47.708953,67.738094,Asia/Almaty
DZO,Santa Bernardina International Airport,Durazno,Uruguay,-33.358898,-56.499199,America/Montevideo
EAA,Eagle Airport,Eagle,United States,64.778003,-141.150455,America/Anchorage
EAB,Abs Airport,Abs,Yemen,16.010983,43.176771,Asia/Aden
EAE,Siwo Airport,Sangafa,Vanuatu,-17.0903,168.343002,Pacific/Efate
EAM,Najran Domestic Airport,Nejran,Saudi Arabia,17.611401,44.419201,Asia/Riyadh
EAN,Phifer Airfield,Wheatland,United States,42.0555,-104.929001,America/Denver
EAR,Kearney Regional Airport,Kearney,United States,40.727001,-99.006798,America/Chicago
EAS,San Sebastián Airport,Hondarribia,Spain,43.356499,-1.79061,Europe/Madrid
EAT,Pangborn Memorial Airport,Wenatchee,United States,47.398899,-120.207001,America/Los_Angeles
EAU,Chippewa Valley Regional Airport,Eau Claire,United States,44.8657989501953,-91.4842987060547,America/Chicago
EBA,Marina di Campo Airport,Marina  Di Campo,Italy,42.760871,10.239811,Europe/Rome
EBB,Entebbe International Airport,Kampala,Uganda,0.042386,32.443501,Africa/Kampala
EBD,El-Obeid Airport,Al-Ubayyid,Sudan,13.1532,30.2327,Africa/Khartoum
EBG,El Bagre Airport,El Bagre,Colombia,7.59647,-74.8089,America/Bogota
EBH,El Bayadh Airport,El Bayadh,Algeria,33.721667,1.0925,Africa/Algiers
EBJ,Esbjerg Airport,Esbjerg,Denmark,55.525902,8.5534,Europe/Copenhagen
EBL,Erbil International Airport,Arbil,Iraq,36.236047,43.946615,Asia/Baghdad
EBM,El Borma Airport,El Borma,Tunisia,31.7043,9.25462,Africa/Tunis
EBS,Webster City Municipal Airport,Webster City,United States,42.436848,-93.869905,America/Chicago
EBU,Saint-Étienne-Bouthéon Airport,Saint-Etienne/Boutheon,France,45.5406,4.29639,Europe/Paris
EBW,Ebolowa Airport,Ebolowa,Cameroon,2.87599992752075,11.1850004196167,Africa/Douala
ECG,Elizabeth City Regional Airport & Coast Guard Air Station,Elizabeth City,United States,36.260601,-76.174599,America/New_York
ECN,Ercan International Airport,Nicosia,Cyprus,35.153064,33.507352,Asia/Famagusta
ECP,Northwest Florida Beaches International Airport,Panama City Beach,United States,30.357106,-85.795414,America/Chicago
ECS,Mondell Field,Newcastle,United States,43.88379,-104.314156,America/Denver
EDB,Al Dabbah Airport,El Debba,Sudan,18.0146,30.9595,Africa/Khartoum
EDE,Northeastern Regional Airport,Edenton,United States,36.0276985168,-76.5671005249,America/New_York
EDF,Elmendorf Air Force Base,Anchorage,United States,61.251709,-149.807097,America/Anchorage
EDI,Edinburgh Airport,Edinburgh,United Kingdom,55.950145,-3.372288,Europe/London
EDK,Captain Jack Thomas El Dorado Airport,El Dorado,United States,37.7741012573,-96.8175964355,America/Chicago
EDL,Eldoret International Airport,Eldoret,Kenya,0.404458,35.238899,Africa/Nairobi
EDM,La Roche-sur-Yon Les Ajoncs Airport,La Roche-sur-Yon/Les Ajoncs,France,46.7019,-1.37863,Europe/Paris
